Project Name,Site Name,Country,Taxonomic Group,Scientific Name,Vernacular Name,IUCN Threat Codes,Highest IUCN Threat Level
Space Eagle - Zambia,Katuba,Zambia,birds,Lanius melanoleucus,{Magpie Shrike},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Lanius souzae,{Sousa's Shrike},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Leptoptilos crumenifer,{Marabou Stork},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Lissotis melanogaster,{Black-bellied Bustard},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Locustella fluviatilis,{Eurasian River Warbler},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Lophaetus occipitalis,{Long-crested Eagle},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Lophoceros alboterminatus,{Crowned Hornbill},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Lophoceros nasutus,{African Grey Hornbill},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Lophoceros pallidirostris,{Pale-billed Hornbill},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Luscinia luscinia,{Thrush Nightingale},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Lybius chaplini,{Chaplin's Barbet},{VU},VU
Space Eagle - Zambia,Katuba,Zambia,birds,Lybius minor,{Black-Backed Barbet},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Lybius torquatus,{Black-collared Barbet},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Macheiramphus alcinus,{Bat Hawk},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Macronyx ameliae,{Rosy-throated Longclaw},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Macronyx fuelleborni,{Fuelleborn's Longclaw},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Malaconotus blanchoti,{Gray-headed Bushshrike},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Megaceryle maxima,{Giant Kingfisher},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Melaenornis pammelaina,{Southern Black Flycatcher},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Melaniparus griseiventris,{Miombo Tit},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Melaniparus niger,{Southern Black Tit},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Melaniparus rufiventris,{Rufous-bellied Tit},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Melierax canorus,{Pale Chanting Goshawk},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Melierax metabates,{Dark Chanting-Goshawk},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Melocichla mentalis,{Moustached Grass-Warbler},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Merops apiaster,{European Bee-eater},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Merops bullockoides,{White-fronted Bee-eater},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Merops hirundineus,{Swallow-tailed Bee-eater},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Merops nubicoides,{Southern Carmine Bee-eater},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Merops persicus,{Blue-cheeked Bee-eater},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Merops pusillus,{Little Bee-eater},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Merops superciliosus,{Madagascar Bee-eater},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Merops variegatus,{Blue-breasted Bee-eater},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Microcarbo africanus,{Long-tailed Cormorant},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Micronisus gabar,{Gabar Goshawk},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Microparra capensis,{Lesser Jacana},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Milvus migrans,{Black Kite},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Mirafra africana,{Somali Lark},"{EN,LC}",EN
Space Eagle - Zambia,Katuba,Zambia,birds,Mirafra rufocinnamomea,{Flappet Lark},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Motacilla aguimp,{African Pied Wagtail},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Motacilla flava,{Western Yellow Wagtail},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Muscicapa aquatica,{Swamp Flycatcher},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Muscicapa striata,{Spotted Flycatcher},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Musophaga rossae,{Ross' Turaco},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Mycteria ibis,{Yellow-billed Stork},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Myrmecocichla nigra,{Sooty Chat},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Necrosyrtes monachus,{Hooded Vulture},{CR},CR
Space Eagle - Zambia,Katuba,Zambia,birds,Neophedina cincta,{Banded Martin},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Neotis denhami,{Denham's Bustard},{NT},NT
Space Eagle - Zambia,Katuba,Zambia,birds,Netta erythrophthalma,{Southern Pochard},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Nettapus auritus,{African Pygmy-Goose},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Nilaus afer,{Brubru},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Numida meleagris,{Helmeted Guineafowl},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Nycticorax nycticorax,{Black-crowned Night Heron},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Oena capensis,{Namaqua Dove},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Oenanthe familiaris,{Familiar Chat},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Oenanthe pileata,{Capped Wheatear},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Oriolus auratus,{African Golden Oriole},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Oriolus larvatus,{Black-headed Oriole},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Oriolus oriolus,{Eurasian Golden Oriole},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Ortygornis sephaena,{Crested Francolin},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Ortygospiza atricollis,{Black-faced Quailfinch},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Otus senegalensis,{African Scops-Owl},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Oxyura maccoa,{Maccoa Duck},{EN},EN
Space Eagle - Zambia,Katuba,Zambia,birds,Pachycoccyx audeberti,{Thick-billed Cuckoo},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Paludipasser locustella,{Locustfinch},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Pandion haliaetus,{Osprey},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Paragallinula angulata,{Lesser Moorhen},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Passer diffusus,{Southern Gray-headed Sparrow},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Passer domesticus,{House Sparrow},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Passer griseus,{Northern Grey-headed Sparrow},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Pelecanus onocrotalus,{Great White Pelican},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Pelecanus rufescens,{Pink-backed Pelican},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Pernis apivorus,{European Honey-buzzard},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Phoeniconaias minor,{Lesser Flamingo},{NT},NT
Space Eagle - Zambia,Katuba,Zambia,birds,Phoeniculus purpureus,{Green Wood Hoopoe},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Phyllastrephus cerviniventris,{Gray-olive Greenbul},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Phyllastrephus terrestris,{Terrestrial Brownbul},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Phylloscopus trochilus,{Willow Warbler},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Platalea alba,{African Spoonbill},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Platysteira peltata,{Black-throated Wattle-eye},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Plectropterus gambensis,{Spur-winged Goose},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Plocepasser mahali,{White-browed Sparrow-Weaver},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Ploceus cucullatus,{Village Weaver},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Ploceus intermedius,{Lesser Masked-Weaver},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Ploceus ocularis,{Spectacled Weaver},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Ploceus velatus,{Southern Masked Weaver},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Ploceus xanthops,{Holub's Golden-Weaver},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Podica senegalensis,{African Finfoot},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Pogoniulus chrysoconus,{Yellow-fronted Tinkerbird},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Poicephalus meyeri,{Meyer's Parrot},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Poicephalus robustus,{Levaillant's Parrot},{VU},VU
Space Eagle - Zambia,Katuba,Zambia,birds,Polemaetus bellicosus,{Martial Eagle},{EN},EN
Space Eagle - Zambia,Katuba,Zambia,birds,Polyboroides typus,{African Harrier-Hawk},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Porphyrio alleni,{Allen's Gallinule},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Porphyrio porphyrio,{Western Swamphen},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Porzana porzana,{Spotted Crake},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Prinia subflava,{Tawny-flanked Prinia},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Prionops plumatus,{White-crested Helmetshrike},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Prionops retzii,{Retz's Helmetshrike},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Prodotiscus regulus,{Wahlberg's Honeyguide},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Prodotiscus zambesiae,{Green-backed Honeyguide},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Psalidoprocne pristoptera,{Black Sawwing},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Pseudhirundo griseopyga,{Gray-rumped Swallow},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Psophocichla litsitsirupa,{Groundscraper Thrush},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Pternistis afer,{Red-necked Francolin},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Pternistis natalensis,{Natal Francolin},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Pterocles bicinctus,{Double-banded Sandgrouse},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Pterocles gutturalis,{Yellow-throated Sandgrouse},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Ptilopsis granti,{Southern White-faced Owl},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Ptyonoprogne fuligula,"{Pale Crag-Martin,Rock Martin}",{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Pycnonotus barbatus,{Common Bulbul},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Pytilia afra,{Orange-winged Pytilia},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Pytilia melba,{Green-winged Pytilia},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Quelea erythrops,{Red-headed Quelea},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Quelea quelea,{Red-billed Quelea},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Rallus caerulescens,{African Rail},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Recurvirostra avosetta,{Pied Avocet},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Rhinopomastus cyanomelas,{Common Scimitarbill},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Rhinoptilus chalcopterus,{Bronze-winged Courser},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Rhinoptilus cinctus,{Three-banded Courser},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Riparia paludicola,{Plain Martin},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Riparia riparia,{Bank Swallow},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Rostratula benghalensis,{Greater Painted-Snipe},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Rynchops flavirostris,{African Skimmer},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Sagittarius serpentarius,{Secretary Bird},{EN},EN
Space Eagle - Zambia,Katuba,Zambia,birds,Salpornis spilonota,{Indian Spotted Creeper},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Sarkidiornis melanotos,{Comb Duck},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Sarothrura boehmi,{Streaky-breasted Flufftail},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Sarothrura elegans,{Buff-spotted Flufftail},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Sarothrura rufa,{Red-chested Flufftail},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Saxicola rubetra,{Whinchat},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Saxicola torquatus,{African Stonechat},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Scleroptila levaillantii,{Red-wing Francolin},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Scleroptila shelleyi,{Shelley's Francolin},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Scopus umbretta,{Hamerkop},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Scotopelia peli,{Pel's Fishing-Owl},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Sheppardia bocagei,"{Bocage's Akalat,Short-tailed Akalat}",{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Smithornis capensis,{African Broadbill},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Spatula hottentota,{Hottentot Teal},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Spermestes cucullata,{Bronze Mannikin},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Spermestes fringilloides,{Magpie Mannikin},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Stephanoaetus coronatus,{Crowned Eagle},{NT},NT
Space Eagle - Zambia,Katuba,Zambia,birds,Streptopelia capicola,{Cape Turtle Dove},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Streptopelia decipiens,{African Mourning Dove},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Streptopelia semitorquata,{Red-eyed Dove},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Streptopelia senegalensis,{Laughing Dove},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Strix woodfordii,{African Wood-Owl},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Sylvia borin,{Garden Warbler},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Sylvietta rufescens,{Cape Crombec},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Sylvietta ruficapilla,{Red-capped Crombec},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Tachybaptus ruficollis,{Little Grebe},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Tauraco schalowi,{Schalow's Turaco},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Tchagra australis,{Brown-crowned Tchagra},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Tchagra jamesi,{Three-streaked Tchagra},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Tchagra senegalus,{Black-crowned Tchagra},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Telophorus sulfureopectus,"{Sulphur-breasted Bush Shrike,Sulphur-Breasted Bushshrike}",{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Terathopius ecaudatus,{Bateleur},{EN},EN
Space Eagle - Zambia,Katuba,Zambia,birds,Terpsiphone viridis,{African Paradise-Flycatcher},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Thalassornis leuconotus,{White-backed Duck},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Threskiornis aethiopicus,{African Sacred Ibis},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Tockus erythrorhynchus,{Northern Red-billed Hornbill},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Tockus leucomelas,{Southern Yellow-billed Hornbill},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Torgos tracheliotos,{Lappet-faced Vulture},{EN},EN
Space Eagle - Zambia,Katuba,Zambia,birds,Trachyphonus vaillantii,{Crested Barbet},{LC},LC
Space Eagle - Zambia,Katuba,Zambia,birds,Treron calvus,{African Green Pigeon},{LC},LC
