Project Name,Site Name,Country,Taxonomic Group,Scientific Name,Vernacular Name,IUCN Threat Codes,Highest IUCN Threat Level
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Kaupifalco monogrammicus,{Lizard Buzzard},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Lagonosticta rubricata,{African Firefinch},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Lamprotornis nitens,{Red-shouldered Glossy-starling},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Laniarius ferrugineus,{Southern Boubou},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Lanius collaris,{Southern Fiscal},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Lanius collurio,{Red-backed Shrike},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Larus dominicanus,{Dominican Gull},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Lissotis melanogaster,{Black-bellied Bustard},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Lophaetus occipitalis,{Long-crested Eagle},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Lophoceros alboterminatus,{Crowned Hornbill},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Lybius torquatus,{Black-collared Barbet},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Macheiramphus alcinus,{Bat Hawk},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Macronyx ameliae,{Rosy-throated Longclaw},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Macronyx capensis,{Orange-throated Longclaw},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Macronyx croceus,{Yellow-throated Longclaw},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Malaconotus blanchoti,{Gray-headed Bushshrike},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Mandingoa nitidula,{Green-backed Twinspot},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Megaceryle maxima,{Giant Kingfisher},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Melaenornis pammelaina,{Southern Black Flycatcher},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Melaenornis silens,{Fiscal Flycatcher},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Melaniparus niger,{Southern Black Tit},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Merops apiaster,{European Bee-eater},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Merops bullockoides,{White-fronted Bee-eater},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Merops persicus,{Blue-cheeked Bee-eater},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Merops pusillus,{Little Bee-eater},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Microcarbo africanus,{Long-tailed Cormorant},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Micronisus gabar,{Gabar Goshawk},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Microparra capensis,{Lesser Jacana},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Milvus migrans,{Black Kite},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Mirafra africana,{Somali Lark},"{EN,LC}",EN
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Monticola rupestris,{Cape Rockthrush},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Morus capensis,{Cape Gannet},{EN},EN
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Motacilla aguimp,{African Pied Wagtail},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Motacilla capensis,{Cape Wagtail},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Motacilla flava,{Western Yellow Wagtail},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Muscicapa adusta,{African Dusky Flycatcher},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Muscicapa striata,{Spotted Flycatcher},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Mycteria ibis,{Yellow-billed Stork},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Neophedina cincta,{Banded Martin},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Neotis denhami,{Denham's Bustard},{NT},NT
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Nettapus auritus,{African Pygmy-Goose},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Nilaus afer,{Brubru},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Notopholia corusca,{Black-bellied Starling},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Numenius arquata,{Eurasian Curlew},{NT},NT
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Numenius phaeopus,{Whimbrel},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Numida meleagris,{Helmeted Guineafowl},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Nycticorax nycticorax,{Black-crowned Night Heron},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Oena capensis,{Namaqua Dove},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Oenanthe familiaris,{Familiar Chat},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Onychognathus morio,{Red-winged Starling},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Oriolus larvatus,{Black-headed Oriole},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Oriolus oriolus,{Eurasian Golden Oriole},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Ortygospiza atricollis,{Black-faced Quailfinch},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Otus senegalensis,{African Scops-Owl},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Oxyura maccoa,{Maccoa Duck},{EN},EN
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Pachyptila belcheri,{Slender-billed Prion},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Pachyptila desolata,{Antarctic Prion},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Pachyptila salvini,{Salvin's Prion},"{CR,LC}",CR
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Pandion haliaetus,{Osprey},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Paragallinula angulata,{Lesser Moorhen},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Passer diffusus,{Southern Gray-headed Sparrow},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Passer domesticus,{House Sparrow},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Phalacrocorax capensis,{Cape Cormorant},{EN},EN
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Phalacrocorax carbo,{Great Cormorant},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Phoeniconaias minor,{Lesser Flamingo},{NT},NT
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Phoenicopterus roseus,{Greater Flamingo},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Phoeniculus purpureus,{Green Wood Hoopoe},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Phyllastrephus terrestris,{Terrestrial Brownbul},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Phylloscopus trochilus,{Willow Warbler},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Platalea alba,{African Spoonbill},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Platysteira peltata,{Black-throated Wattle-eye},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Plectropterus gambensis,{Spur-winged Goose},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Plegadis falcinellus,{Glossy Ibis},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Ploceus bicolor,{Dark-backed Weaver},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Ploceus capensis,{Cape Weaver},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Ploceus cucullatus,{Village Weaver},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Ploceus intermedius,{Lesser Masked-Weaver},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Ploceus ocularis,{Spectacled Weaver},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Ploceus subaureus,{African Golden-Weaver},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Ploceus velatus,{Southern Masked Weaver},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Ploceus xanthops,{Holub's Golden-Weaver},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Ploceus xanthopterus,{Southern Brown-throated Weaver},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Pluvialis squatarola,{Black-bellied Plover},{VU},VU
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Podica senegalensis,{African Finfoot},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Podiceps cristatus,{Great Crested Grebe},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Pogoniulus bilineatus,{Yellow-rumped Tinkerbird},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Pogoniulus pusillus,{Southern Red-fronted Tinkerbird},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Pogonocichla stellata,{White-starred Robin},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Poicephalus cryptoxanthus,{Brown-headed Parrot},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Polemaetus bellicosus,{Martial Eagle},{EN},EN
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Polyboroides typus,{African Harrier-Hawk},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Porphyrio alleni,{Allen's Gallinule},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Porphyrio porphyrio,{Western Swamphen},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Porzana porzana,{Spotted Crake},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Prinia subflava,{Tawny-flanked Prinia},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Prionops plumatus,{White-crested Helmetshrike},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Procellaria aequinoctialis,{White-chinned Petrel},{VU},VU
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Procellaria cinerea,{Gray Petrel},{NT},NT
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Prodotiscus regulus,{Wahlberg's Honeyguide},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Psalidoprocne pristoptera,{Black Sawwing},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Pseudhirundo griseopyga,{Gray-rumped Swallow},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Pternistis afer,{Red-necked Francolin},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Pternistis natalensis,{Natal Francolin},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Pterodroma macroptera,{Great-winged Petrel},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Ptilopsis granti,{Southern White-faced Owl},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Ptyonoprogne fuligula,"{Pale Crag-Martin,Rock Martin}",{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Pycnonotus barbatus,{Common Bulbul},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Pycnonotus nigricans,{African Red-eyed Bulbul},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Pytilia melba,{Green-winged Pytilia},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Quelea erythrops,{Red-headed Quelea},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Quelea quelea,{Red-billed Quelea},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Rallus caerulescens,{African Rail},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Recurvirostra avosetta,{Pied Avocet},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Rhinopomastus cyanomelas,{Common Scimitarbill},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Rhinoptilus chalcopterus,{Bronze-winged Courser},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Riparia paludicola,{Plain Martin},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Riparia riparia,{Bank Swallow},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Rostratula benghalensis,{Greater Painted-Snipe},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Sagittarius serpentarius,{Secretary Bird},{EN},EN
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Sarkidiornis melanotos,{Comb Duck},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Sarothrura affinis,{Striped Flufftail},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Sarothrura ayresi,{White-winged Flufftail},{CR},CR
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Sarothrura elegans,{Buff-spotted Flufftail},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Sarothrura rufa,{Red-chested Flufftail},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Saxicola torquatus,{African Stonechat},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Scleroptila shelleyi,{Shelley's Francolin},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Scopus umbretta,{Hamerkop},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Scotopelia peli,{Pel's Fishing-Owl},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Serinus canicollis,{Cape Canary},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Spatula hottentota,{Hottentot Teal},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Spermestes bicolor,{Black-and-white Mannikin},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Spermestes cucullata,{Bronze Mannikin},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Spheniscus demersus,{African Penguin},{CR},CR
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Sphenoeacus afer,{Cape Grassbird},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Spizocorys conirostris,{Pink-billed Lark},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Stactolaema leucotis,{White-eared Barbet},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Stephanoaetus coronatus,{Crowned Eagle},{NT},NT
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Sterna dougallii,{Roseate Tern},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Sterna hirundo,{Common Tern},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Sternula albifrons,{Little Tern},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Streptopelia capicola,{Cape Turtle Dove},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Streptopelia semitorquata,{Red-eyed Dove},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Streptopelia senegalensis,{Laughing Dove},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Strix woodfordii,{African Wood-Owl},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Sylvia borin,{Garden Warbler},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Sylvietta rufescens,{Cape Crombec},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Synoicus chinensis,{Asian Blue Quail},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Tachybaptus ruficollis,{Little Grebe},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Tauraco corythaix,{Knysna Turaco},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Tauraco porphyreolophus,"{Purple-crested Loerie,Purple-Crested Turaco}",{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Tchagra jamesi,{Three-streaked Tchagra},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Tchagra senegalus,{Black-crowned Tchagra},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Tchagra tchagra,{Southern Tchagra},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Telophorus olivaceus,"{Olive Bushshrike,Olive Shrike}",{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Telophorus sulfureopectus,"{Sulphur-breasted Bush Shrike,Sulphur-Breasted Bushshrike}",{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Telophorus viridis,{Four-colored Bushshrike},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Telophorus zeylonus,{Bokmakierie},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Terathopius ecaudatus,{Bateleur},{EN},EN
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Terpsiphone viridis,{African Paradise-Flycatcher},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Thalasseus bergii,{Crested Tern},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Thalassornis leuconotus,{White-backed Duck},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Thamnolaea cinnamomeiventris,{Mocking Cliff Chat},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Threskiornis aethiopicus,{African Sacred Ibis},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Tockus erythrorhynchus,{Northern Red-billed Hornbill},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Tockus leucomelas,{Southern Yellow-billed Hornbill},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Torgos tracheliotos,{Lappet-faced Vulture},{EN},EN
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Trachyphonus vaillantii,{Crested Barbet},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Treron calvus,{African Green Pigeon},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Tricholaema leucomelas,{Acacia Pied Barbet},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Trigonoceps occipitalis,{White-headed Vulture},{CR},CR
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Tringa glareola,{Wood Sandpiper},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Tringa nebularia,{Common Greenshank},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Tringa stagnatilis,{Marsh Sandpiper},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Trochocercus cyanomelas,{African Crested-Flycatcher},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Turdus libonyana,{Kurrichane Thrush},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Turdus olivaceus,{Olive Thrush},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Turnix hottentottus,{Hottentot Buttonquail},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Turnix sylvaticus,{Common Buttonquail},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Turtur chalcospilos,{Emerald-spotted Wood-Dove},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Turtur tympanistria,{Tambourine Dove},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Tyto alba,"{Common Barn-Owl,Eastern Barn Owl}",{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Tyto capensis,{African Grass-Owl},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Upupa epops,{Common Hoopoe},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Uraeginthus angolensis,{Blue-breasted Cordonbleu},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Urocolius indicus,{Red-faced Mousebird},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Vanellus armatus,{Blacksmith Lapwing},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Vanellus coronatus,{Crowned Lapwing},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Vanellus melanopterus,{Black-winged Lapwing},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Vanellus senegallus,{African Wattled Lapwing},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Vidua funerea,{Black Widowfinch},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Vidua macroura,{Pin-tailed Whydah},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Vidua paradisaea,{Long-tailed Paradise Whydah},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Xenus cinereus,{Terek Sandpiper},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Zapornia flavirostra,{Black Crake},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Zapornia pusilla,{Baillon's Crake},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,birds,Zosterops pallidus,{Orange River White-eye},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Acinonyx jubatus,{Cheetah},{VU},VU
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Aethomys ineptus,{Tete Veld Aethomys},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Afronycteris nanus,{Banana Serotine},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Amblysomus hottentotus,{Hottentot Golden Mole},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Antidorcas marsupialis,{Springbok},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Aonyx capensis,{African Clawless Otter},{NT},NT
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Atilax paludinosus,{Marsh Mongoose},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Caracal caracal,{Caracal},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Cephalophus natalensis,{Natal Duiker},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Ceratotherium simum,{White Rhinoceros},{NT},NT
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Cercopithecus mitis,{Blue Monkey},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Chaerephon pumilus,{Little Free Tailed Bat},,
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Chlorocebus pygerythrus,{Vervet Monkey},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Connochaetes taurinus,{Blue Wildebeest},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Crocidura cyanea,{Reddish-gray Musk Shrew},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Crocidura flavescens,{Greater Red Musk Shrew},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Crocidura hirta,{Lesser Red Musk Shrew},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Crocidura maquassiensis,{Makwassie Musk Shrew},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Crocidura mariquensis,{Swamp Musk Shrew},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Crocuta crocuta,{Spotted Hyena},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Cryptomys natalensis,{Natal Mole-rat},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Cryptomys nimrodi,{Matabeleland Mole-rat},,
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Dasymys incomtus,{African Marsh Rat},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Dendrohyrax arboreus,{Southern Tree Hyrax},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Dendromus melanotis,{Grey Climbing Mouse},,
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Dendromus mesomelas,{Brant's climbing mouse},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Dendromus mystacalis,{Chestnut Climbing Mouse},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Diceros bicornis,{Black Rhinoceros},{CR},CR
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Eidolon helvum,{Straw-colored Fruit Bat},{NT},NT
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Epomophorus crypturus,{Peters's Epauletted Fruit Bat},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Epomophorus wahlbergi,{Wahlberg's Epauletted Fruit Bat},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Eptesicus hottentotus,{Long-tailed House Bat},,
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Equus quagga,{Plains Zebra},{NT},NT
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Felis lybica,{African Wildcat},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Genetta maculata,{Central African Large-spotted Genet},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Genetta tigrina,{Cape Genet},{LC},LC
